Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
CRJ700,Adria Airways,Economy Class,Jul-16,10th July 2016,2,2,4,Poland,6,yes,"Lodz to Paris CDG and Munich to Lodz with Adria Airways. Decent service for short hops, like those I took. Small and cramped cabin in a clean CRJ700. The flight LCJ-CDG was nearly empty, so I felt like being in a private jet. MUC-LCJ with 65% load factor. Check-in via internet with an option to select seats without any problem, both flights on time. Cabin staff rather absent, just served a glass of water for free. Although we were informed about possibility to connect to on-board wi-fi, I couldn't manage to do that. If you do not expect a 5-star service, Adria should be a good option for quick and not too expensive flight.",LCJ to CDG,3,2,adria-airways,cabin staff rather absent,Solo Leisure,,3,0,b63485dd-4385-496d-b519-c96608793bdf
,Adria Airways,Economy Class,Jan-16,25th January 2016,1,1,3,UnitedStates,3,no,"Adria Airways flight from Pristina to Munich was smooth, return flight was terrible. Get notified flight is delayed (can see it on tarmac). Told there is a technical issue and we will fly to Ljubljana, Slovenia for a connecting flight. Reality, the flight was half full and we were forced onto another Adria flight so they could save a buck. Our recompense, a free meal at airport. Never flying with them again. When Lufthansa reps tell you this always happens it should be a sign.",MUC to PRN,2,3,adria-airways,never flying them again,Solo Leisure,,1,0,51180556-5f48-4ed1-b317-e083835a8564
A319,Adria Airways,Economy Class,Sep-15,4th December 2015,0,0,3,Slovenia,5,no,"Ljubljana to Amsterdam in Adria Airways Economy class. No free snacks or even drinks, which is very sad for a Star Alliance partner, because their fare prices are high but offer is similar to low cost airlines. Beverages which they sell in their ""Air shop"" looks nice on advert, beautiful pictures, but when you buy it, you get small sandwich with bad taste. I figured out It's better to buy a sandwich in airport caffe, than onboard.",LJU to AMS,3,3,adria-airways,similar to low cost airline,Couple Leisure,,2,0,2ad83a24-2f48-4b30-8d44-4d0832e14e92
CRJ900,Adria Airways,Economy Class,Sep-15,3rd October 2015,0,1,5,Slovenia,7,yes,"14 flights with Adria Airways this year. Flights usually on time, new aircraft, clean and bright cabins. Cabin crew members can be nice and professional or just fine. I do not know what happened in last few months; according to the last flight experience, this is not the right direction. On a flight to Moscow I experienced cabin crew getting from gloomy on a flight to SVO to even gloomier on a flight back to LJU. No smiles, just robotic and not interested in passengers and their comfort.  Well, at the end of the day, the real difference is the crew attitude. ",Ljubljana to Moscow,5,1,adria-airways,what happened in last few months,Solo Leisure,,5,0,36d42457-2585-4f15-8ba9-eea4afa936c0
A319,Adria Airways,Business Class,Sep-15,20th September 2015,4,5,5,Germany,9,yes,"Flew in business class on Adria Airways  A319 on this short flight (1 h) from SKP to LJU. Very friendly and helpful staff - excellent business class service including a hot meal, warm bread cheese and marmalade. Better than the LH business class service. Flight arrived 25 minutes before STA - good job. Information about the route, weather and connections were given by the captain. Legroom in row 1 good, nice seats. Highly recommended this small but very functional airline.",SKP to LJU,5,5,adria-airways,very friendly and helpful staff,Business,,5,0,b4667cdf-41f0-41f3-91a9-a16f9f64fb17
CRJ 900,Adria Airways,Economy Class,Feb-15,9th September 2015,0,0,3,Slovenia,5,no,"Frankfurt to Ljubljana with Adria Airways. Boarding was on-time, but aircraft was parked on remote gate about 15 minutes from main terminal. So we departed about 25 minutes late. Service onboard was poor, with no complimentary drinks or snacks - they are available only for sale. Arrival was 15 minutes later than scheduled. Crew was friendly.",Frankfurt to Ljubljana,4,3,adria-airways,service onboard was poor,Family Leisure,,3,0,3142879b-93c9-4c14-8c28-f8584adf4b63
,Adria Airways,Economy Class,Aug-15,4th September 2015,0,0,5,Slovenia,6,yes,"Adria Airways has the price of a regular airline, but the service of a low cost airline. All the beverages and food are for purchase. The seats are fine, staff is friendly. Since we usually travel very early in the morning or very late in the evening, we use the flight to rest. Every time we ask for a pillow, we get one. It might sound strange, but this is very important for us.",Ljubljana to Brussels,4,5,adria-airways,service of a low cost airline,Family Leisure,,2,0,16656584-a140-42d7-aa38-42db0ac932f0
A319,Adria Airways,Economy Class,Aug-15,2nd September 2015,0,0,5,UnitedKingdom,10,yes,"Excellent flights both ways with Adria Airways from Manchester to Ljubljana. Staff friendly but unobtrusive. Leg room far better than most economy flights, seats comfy and plenty of storage space. Flights on time, quick and efficient boarding and disembarking, smooth take offs and landings. All in all a very pleasant experience.",Manchester to Ljubljana,5,5,adria-airways,staff friendly but unobtrusive,Family Leisure,,4,0,d058248a-5437-4daa-be9f-cabd9f0d6d32
,Adria Airways,Economy Class,,10th April 2015,0,4,0,Germany,7,yes,Outbound flight FRA/PRN A319. 2 hours 10 min flight. I thought drinks/snacks for sale but sandwich soft drinks were served complimentary. Inbound flights SKP/LJU/FRA CRJ900. each 1 hour 30 min flight. Skyshop menu was in a seat pocket and drinks/snacks were for sale. All flight crews were friendly. Security check at the Ljubljana airport for transit passengers was chaos however it's possible to go to a gate within 30min.,,4,4,adria-airways,Adria Airways customer review,,,4,0,c78007be-f7d6-4d1f-a157-d460ccc9c2b0
,Adria Airways,Business Class,,5th January 2015,1,4,0,UnitedStates,10,yes,Two short hops ZRH-LJU and LJU-VIE. Very fast on CRJ 90. Seats comfortable and crew was fine. Ground services good and lounge was quite nice.,,4,5,adria-airways,Adria Airways customer review,,,5,0,847a669c-79ca-4b99-9bef-c76e203d9d70
,Adria Airways,Economy Class,,14th September 2014,0,4,0,Switzerland,9,yes,Flew Zurich-Ljubljana on JP365 newish CRJ900. Flight almost full departure on time. Service on board by 2 pleasant and friendly female flight attendants. I bought coffee mineral water and a very nice and fresh filled croissant for EUR 6. Good value!,,5,5,adria-airways,Adria Airways customer review,,,5,0,430ed64a-346a-47b4-b378-84e9249939f8
,Adria Airways,Business Class,,6th September 2014,1,3,0,Singapore,8,yes,Adria serves this 100 min flight from Ljubljana to Amsterdam on a brand new CRJ900 Next Gen which has a hugely improved cabin. Much more spacious higher ceiling and with big windows. The seats seem to be more comfortable and have more legroom. The business class is not separated from the main cabin though not even with the standard back seat curtain. The food offering could be slightly improved for usually I've had good meals on Adria.,,4,4,adria-airways,Adria Airways customer review,,,4,0,7fd2c6a0-e34f-4f4f-ab3e-bfc9441dc3b8
,Adria Airways,Economy Class,,16th June 2014,2,1,0,Poland,4,no,"WAW-SKJ Economy. No free snacks or drinks on this Star Alliance partner. Just full legacy carrier fares for basically a budget airline. Flying out of Poland had no Euros or USD on me. I was thirsty and asked to purchase a bottle of water. The stewardess said that I could not buy it and could not use a credit card or purchase it in cash without their preferred currency. When I pointed out that they were able to sell duty free with visa cards she huffed and puffed and basically said it would be ""difficult"". She never offered me a tiny cup of water. On the way back I switched to Turkish Airlines via IST and got a free 3 course meal on both segments and friendly service.",,4,2,adria-airways,Adria Airways customer review,,,2,0,ef2d1b39-e7a8-4bf7-86e2-457ea31bc179
,Adria Airways,Economy Class,,8th June 2014,3,3,0,Germany,9,yes,Sarajevo-Frankfurt via Ljubljana. I loved flying with them. Very small airline but a functional one. Crew friendly on board nothing special regarding entertainment or service. But flight duration's were short too so nothing to complain about. What I loved the most was a fast transit process in Ljubljana since its small airport and immigration was very fast. Would choose them again on my future trips.,,4,4,adria-airways,Adria Airways customer review,,,4,0,ec5b3d3c-794e-42f1-933c-ffb855f9f173
,Adria Airways,Economy Class,,1st June 2014,0,1,0,France,5,yes,I had flights from Paris to Sarajevo via Ljubljana. Adria Airways provides a low cost product these days. The food and beverages become for purchase including water. This is acceptable for short flights but it should be clearly indicated during the ticket purchase on their web-site. There are no hot options and quality of sandwiches is really poor. Besides the service was very friendly and efficient. Both flights arrived on time.,,4,4,adria-airways,Adria Airways customer review,,,3,0,6725a9af-3090-460f-b3e0-b4e1c484eb38
,Adria Airways,Economy Class,,10th May 2014,3,4,0,Slovenia,9,yes,LJU to FRA and back both flights were on time. Flights were made by CRJ900 NextGen aircraft. Very clean cabin and comfortable seats. Staff were always nice and friendly. New SkyShop service was excellent with nice prices and it's not too expensive.,,5,5,adria-airways,Adria Airways customer review,,,4,0,855ef45b-1ef3-40b8-b89a-a9cd257fc973
,Adria Airways,Business Class,,13th January 2014,1,4,0,Singapore,8,yes,On my Ljubljana - Munich flight in business class Adria used the CRJ-900 Next Generation which is a great plane. I love the very large windows which are at a proper height so that you don't have to bend your neck down in order to look out the window like on the older versions of this Bombardier equipment. Moreover the aircraft is very quiet. It's a short flight but in business class you got a good meal and a comfy seat.,,4,3,adria-airways,Adria Airways customer review,,,4,0,73bfaefa-373e-44f8-bc24-50cbf47051ec
